date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,5120,0,0,1,0,0
2022-06-03,2.1.0,5269,196,47,1,1,0
2023-11-30,2.2.0,5427,207,49,1,2,0
2024-04-12,2.2.1,5548,285,164,1,2,1
