date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,4884,0,0,1,0,0
2023-04-25,2.1.0,4458,118,544,1,1,0
2023-11-13,2.2.0,4892,515,81,1,2,0
2024-03-29,2.3.0,5091,273,74,1,3,0
2024-04-12,2.3.1,5160,199,130,1,3,1
