date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,3235,0,0,1,0,0
2023-11-27,2.1.0,3234,215,216,1,1,0
2024-04-12,2.1.1,3303,216,147,1,1,1
