date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,6919,0,0,1,0,0
2022-05-30,2.1.0,8087,2263,1095,1,1,0
2022-10-03,2.2.0,8275,340,152,1,2,0
2022-11-17,2.3.0,8695,462,42,1,3,0
2023-09-11,2.3.1,8717,57,35,1,3,1
2024-04-12,2.4.0,8609,568,676,1,4,1
