date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,7674,0,0,1,0,0
2023-02-17,2.1.0,7341,169,502,1,1,0
2023-04-04,2.2.0,7353,33,21,1,2,0
2023-05-05,2.2.1,7434,148,67,1,2,1
2023-11-28,2.3.0,7712,349,71,1,3,1
2024-04-12,2.3.1,7786,242,168,1,3,2
