date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,6260,0,0,1,0,0
2022-06-09,2.0.1,6304,64,20,1,0,1
2024-04-12,2.1.0,6511,911,704,1,1,1
