date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2022-12-12,0.1.0,15713,0,0,0,1,0
2022-12-13,0.2.0,15713,0,0,0,2,0
2023-02-27,0.3.0,17642,2984,1055,0,3,0
2023-11-28,0.4.0,20575,7135,4202,0,4,0
2024-01-10,0.5.0,21125,639,89,0,5,0
2024-04-12,0.6.0,22030,1185,280,0,6,0
2024-04-17,0.7.0,22051,44,23,0,7,0
