date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,3988,0,0,1,0,0
2021-11-22,2.0.1,3988,0,0,1,0,1
2021-12-17,2.0.2,3988,0,0,1,0,2
2023-11-28,3.0.0,3988,0,0,2,0,2
2024-04-12,3.0.1,3988,0,0,2,0,3
