date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,8554,0,0,1,0,0
2023-04-04,2.2.0,8463,85,176,1,1,0
2023-11-28,2.3.0,7399,340,1404,1,2,0
2024-04-12,2.3.1,7496,281,184,1,2,1
