date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,5106,0,0,1,0,0
2023-04-04,2.2.0,5109,63,60,1,1,0
2023-11-28,2.3.0,5007,228,330,1,2,0
2024-04-15,2.3.1,5081,230,156,1,2,1
