date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2022-12-12,0.1.0,7763,0,0,0,1,0
2022-12-13,0.2.0,7759,185,189,0,2,0
2023-02-27,0.3.0,9689,2838,908,0,3,0
2023-11-28,0.4.0,12622,3893,960,0,4,0
2024-01-10,0.5.0,13172,637,87,0,5,0
2024-04-12,0.6.0,14077,1176,271,0,6,0
2024-04-17,0.7.0,14098,41,20,0,7,0
2024-06-25,0.7.1,14089,171,180,0,7,1
2024-09-06,0.8.0,14138,57,8,0,8,1
2024-11-29,0.9.0,15428,1440,150,0,9,1
2025-11-13,0.9.1,15409,306,325,0,9,2
