date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2024-04-12,0.1.0,3358,0,0,0,1,0
2024-04-17,0.2.0,3330,31,59,0,2,0
2025-01-22,0.2.1,3452,162,40,0,2,1
2025-07-21,0.2.2,3394,291,349,0,2,2
2025-09-10,0.2.3,3387,18,25,0,2,3
