date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,2128,0,0,1,0,0
2022-06-09,2.0.1,2172,54,10,1,0,1
2023-11-13,2.1.0,2191,673,654,1,1,1
2024-04-12,2.2.0,2354,422,259,1,2,1
2025-02-10,3.0.0,2012,513,855,2,2,1
2025-07-08,3.1.0,2035,449,426,2,3,1
2026-02-06,3.2.0,2181,187,41,2,4,1
2026-02-06,3.2.1,2217,73,37,2,4,2
2026-02-20,3.2.2,2222,10,5,2,4,3
