date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2023-11-27,2.0.0,6779,0,0,1,0,0
2024-04-12,2.1.0,7204,645,220,1,1,0
2025-03-18,2.1.1,7284,141,61,1,1,1
