date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2023-09-11,2.3.8,44812,24,6,1,3,16
2024-01-08,2.3.9,44832,39,19,2,3,18
2024-03-26,2.3.10,44842,79,69,2,3,19
2024-06-25,2.3.11,44916,207,133,2,4,20
2024-10-25,2.3.12,44926,12,2,2,4,24
2024-11-27,2.3.13,44935,11,2,2,4,26
