date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,1520,0,0,1,0,0
2023-11-27,2.1.0,1537,226,209,1,1,0
2024-04-12,2.1.1,1606,216,147,1,1,1
2024-09-06,2.2.0,1635,39,10,1,2,1
2025-04-18,2.2.1,1473,143,305,1,2,2
