date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2023-04-25,1.0.0,3852,0,0,1,0,0
2023-04-27,1.0.1,3877,47,22,1,0,1
2023-11-28,2.0.0,4037,235,75,2,0,1
2024-04-12,2.0.1,4113,224,148,2,0,2
