date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,3044,0,0,1,0,0
2022-06-03,2.1.0,3210,206,40,1,1,0
2023-11-30,2.2.0,3368,205,47,1,2,0
2024-04-12,2.2.1,3489,282,161,1,2,1
