date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,2979,0,0,1,0,0
2023-04-25,2.1.0,2553,118,544,1,1,0
2023-11-13,2.2.0,2987,515,81,1,2,0
2024-03-29,2.3.0,3186,273,74,1,3,0
2024-04-12,2.3.1,3255,199,130,1,3,1
2025-04-18,2.3.2,3098,215,372,1,3,2
