date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,7964,0,0,1,0,0
2023-04-04,2.2.0,7890,100,174,1,1,0
2023-11-28,2.3.0,6828,326,1388,1,2,0
2024-04-12,2.3.1,6925,280,183,1,2,1
2024-06-03,2.4.0,7071,206,60,1,3,1
2024-09-06,2.5.0,7090,31,12,1,4,1
2024-09-19,2.5.1,7107,32,15,1,4,2
2026-02-20,2.5.2,7161,344,290,1,4,3
