date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2023-11-27,0.3.0,2621,0,0,0,1,0
2024-01-10,0.4.0,2806,190,5,0,2,0
2024-04-12,0.5.0,3118,456,144,0,3,0
2024-04-17,0.6.0,3142,41,17,0,4,0
2024-11-29,0.7.0,3566,444,20,0,5,0
2025-11-21,1.0.0,3681,580,465,1,5,0
