date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,3988,0,0,1,0,0
2021-11-22,2.0.1,4035,50,3,1,0,1
2021-12-17,2.0.2,4053,20,2,1,0,2
2023-11-28,3.0.0,3529,485,1009,2,0,2
2024-04-12,3.0.1,3599,232,162,2,0,3
2024-09-06,3.1.0,3624,41,16,2,1,3
2024-09-19,3.1.1,3631,9,2,2,1,4
2024-09-25,3.1.2,3634,7,4,2,1,5
