date,version_tag,total_lines,lines_added,lines_deleted,majors,minors,patches
2021-10-06,2.0.0,3486,0,0,1,0,0
2023-04-04,2.2.0,3506,72,52,1,1,0
2023-11-28,2.3.0,3405,223,324,1,2,0
2024-04-15,2.3.1,3479,226,152,1,2,1
2024-09-06,2.5.0,3501,56,34,1,3,1
2024-09-19,2.5.1,3513,15,3,1,3,2
2025-01-17,2.5.2,3576,80,17,1,3,3
2026-02-20,2.5.3,3543,307,340,1,3,4
